Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled  by Customer,Reason for Cancelling by Customer,Cancelled Rides by Driver,Reason for Cancelling by Driver,Incomplete Rides,Incomplete Rides Reason,Booking Value,Payment Method,Ride Distance,Driver Ratings,Customer Rating
09/01/2024,9:00:00,CNR8384271,Success,967958,Prime Plus,Area-43,Area-1,8.78,1.15,0,,0,,0,,1080.9,Card,11.12,4,4.8
08/01/2024,9:00:00,CNR2140939,Cancelled by Customer,276059,Prime Plus,Area-48,Area-8,,,1,Driver asked to cancel,0,,0,,,,,,
29/01/2024,3:00:00,CNR2081516,Incomplete,815168,Prime Sedan,Area-28,Area-21,,,0,,0,,1,Other Issue,,,,,
15/01/2024,5:00:00,CNR0957330,Success,483392,Prime Plus,Area-46,Area-49,17.24,20.57,0,,0,,0,,111.95,Card,23.94,4.2,3.6
21/01/2024,2:00:00,CNR6112730,Success,559906,Bike,Area-37,Area-23,14.61,10.38,0,,0,,0,,1217.5,Card,30.57,4.4,4.3
17/01/2024,13:00:00,CNR7989176,Cancelled by Customer,630782,Prime Plus,Area-8,Area-16,,,1,Change of plans,0,,0,,,,,,
28/01/2024,10:00:00,CNR3481816,Success,159208,eBike,Area-50,Area-32,7.14,13.19,0,,0,,0,,1387.88,UPI,45.84,3.2,3.3
03/01/2024,15:00:00,CNR1373900,Cancelled by Driver,814323,Prime SUV,Area-26,Area-3,,,0,,1,Customer related issue,0,,,,,,
19/01/2024,1:00:00,CNR7502491,Success,939566,Bike,Area-15,Area-14,19.94,29.68,0,,0,,0,,248.7,Wallet,26.54,3.6,3.3
10/01/2024,23:00:00,CNR3873667,Success,481716,Auto,Area-12,Area-44,13.83,20.56,0,,0,,0,,1570.6,UPI,40.1,3.3,4.5
03/01/2024,7:00:00,CNR4335883,Success,782347,Prime Plus,Area-28,Area-43,9.04,6.54,0,,0,,0,,1488.1,Wallet,48.82,3.7,3.2
04/01/2024,3:00:00,CNR5924055,Cancelled by Driver,328126,Prime Sedan,Area-32,Area-45,,,0,,1,Personal & Car related issues,0,,,,,,
29/01/2024,18:00:00,CNR0770582,Success,740526,Bike,Area-29,Area-39,9.46,7.55,0,,0,,0,,1883,Cash,18.87,4,4.6
04/01/2024,0:00:00,CNR6342406,Success,353289,Prime Plus,Area-15,Area-40,4.7,5.26,0,,0,,0,,521.19,Card,19.67,3.3,3.2
16/01/2024,11:00:00,CNR1947689,Success,866615,Prime Sedan,Area-20,Area-14,15.33,16.94,0,,0,,0,,715.12,Wallet,8.91,4.6,3.3
19/01/2024,14:00:00,CNR0695886,Success,695473,Mini,Area-42,Area-5,19.32,29.72,0,,0,,0,,1306.93,UPI,45.92,4.8,3.7
19/01/2024,18:00:00,CNR0210935,Cancelled by Driver,967266,Auto,Area-26,Area-27,,,0,,1,The customer was coughing/sick,0,,,,,,
02/01/2024,12:00:00,CNR8168162,Success,135100,Mini,Area-50,Area-4,10.61,14.79,0,,0,,0,,1450.64,UPI,27.72,4,4.7
09/01/2024,14:00:00,CNR9305631,Cancelled by Driver,236983,Prime Sedan,Area-10,Area-19,,,0,,1,More than permitted people in there,0,,,,,,
11/01/2024,22:00:00,CNR3831368,Success,949633,Prime Sedan,Area-46,Area-10,8.46,26.46,0,,0,,0,,1801.99,Wallet,26.26,3.2,3.1
15/01/2024,5:00:00,CNR3283669,Success,262207,Bike,Area-37,Area-24,9.48,3.73,0,,0,,0,,1332.02,Wallet,49.24,3.4,4.5
02/01/2024,4:00:00,CNR4282593,Success,689522,Prime SUV,Area-31,Area-50,11.59,8.53,0,,0,,0,,653.96,Wallet,12.2,4.2,3.1
16/01/2024,9:00:00,CNR0966991,Success,123717,Bike,Area-10,Area-45,11.18,14.89,0,,0,,0,,754.36,Cash,40.32,4,3.5
14/01/2024,19:00:00,CNR7795034,Cancelled by Driver,788521,Prime SUV,Area-11,Area-39,,,0,,1,Customer related issue,0,,,,,,
19/01/2024,10:00:00,CNR9414808,Success,934481,Prime Plus,Area-3,Area-33,14.59,4.3,0,,0,,0,,446.85,Cash,38.04,3,3.5
07/01/2024,23:00:00,CNR5152345,Success,240825,Prime SUV,Area-13,Area-27,6.06,13.08,0,,0,,0,,1205.91,UPI,9.58,3.8,3.4
29/01/2024,18:00:00,CNR4512905,Success,501754,Prime Plus,Area-33,Area-34,18.64,16.35,0,,0,,0,,724.72,Card,20.04,3,4.6
29/01/2024,12:00:00,CNR6665109,Success,380934,Prime Plus,Area-28,Area-4,8.01,6.65,0,,0,,0,,1506.8,Wallet,25.45,4.3,4.9
06/01/2024,7:00:00,CNR0404663,Success,852678,Prime SUV,Area-36,Area-46,9,12.97,0,,0,,0,,697.07,UPI,6.9,4.2,4.7
30/01/2024,4:00:00,CNR4248633,Incomplete,128142,Prime SUV,Area-32,Area-1,,,0,,0,,1,Vehicle Breakdown,,,,,
20/01/2024,14:00:00,CNR8935817,Success,337324,Mini,Area-35,Area-30,12.02,4.4,0,,0,,0,,1872.99,UPI,15.72,4.1,3.9
08/01/2024,0:00:00,CNR3391610,Success,810903,Prime Plus,Area-1,Area-10,3.09,2.1,0,,0,,0,,293.54,UPI,30.65,3.6,3.2
12/01/2024,6:00:00,CNR5891557,Incomplete,144696,Bike,Area-32,Area-23,,,0,,0,,1,Other Issue,,,,,
02/01/2024,9:00:00,CNR5265764,Success,448458,Prime SUV,Area-23,Area-22,2.92,5.94,0,,0,,0,,424.93,UPI,46.02,3,4
22/01/2024,7:00:00,CNR8819074,Cancelled by Customer,109376,Auto,Area-40,Area-17,,,1,AC is not working,0,,0,,,,,,
07/01/2024,10:00:00,CNR1457339,Success,763606,Mini,Area-21,Area-24,18.28,20.32,0,,0,,0,,1131.64,Wallet,5.12,3.2,3.9
12/01/2024,18:00:00,CNR6986808,Success,257306,eBike,Area-43,Area-40,13.05,8.98,0,,0,,0,,51.8,Wallet,36.44,4,3
01/01/2024,0:00:00,CNR9667348,Success,225566,Prime Sedan,Area-14,Area-22,13.9,7.18,0,,0,,0,,543.71,Cash,20,3.2,5
24/01/2024,0:00:00,CNR5556868,Success,498187,Prime SUV,Area-39,Area-16,17.28,26.88,0,,0,,0,,1867.06,Cash,1.83,4.2,3
20/01/2024,23:00:00,CNR8772265,Success,812937,Auto,Area-34,Area-47,15.36,14.64,0,,0,,0,,1413.35,Wallet,39.67,4.4,3.5
21/01/2024,0:00:00,CNR4388953,Success,606446,eBike,Area-17,Area-44,9.67,25.8,0,,0,,0,,879.53,Cash,6.3,4.7,4.8
04/01/2024,6:00:00,CNR5126134,Success,971276,Prime Plus,Area-42,Area-32,1.01,14.94,0,,0,,0,,426.86,UPI,1.1,3.7,3.7
11/01/2024,18:00:00,CNR4629585,Cancelled by Driver,461496,eBike,Area-22,Area-33,,,0,,1,Personal & Car related issues,0,,,,,,
13/01/2024,16:00:00,CNR6306489,Success,766717,Prime Plus,Area-19,Area-22,15.5,10.22,0,,0,,0,,54.9,UPI,49.18,4.7,3.9
09/01/2024,6:00:00,CNR8293359,Cancelled by Driver,184979,Bike,Area-27,Area-2,,,0,,1,More than permitted people in there,0,,,,,,
17/01/2024,19:00:00,CNR7362643,Success,649210,eBike,Area-36,Area-3,2.55,12.58,0,,0,,0,,1730.57,Cash,21.04,3.1,4.9
23/01/2024,0:00:00,CNR4691919,Success,797334,eBike,Area-1,Area-3,11.34,25.42,0,,0,,0,,868.88,Wallet,38.93,4.4,4.2
23/01/2024,4:00:00,CNR8946935,Cancelled by Customer,187267,eBike,Area-27,Area-14,,,1,Wrong Address,0,,0,,,,,,
06/01/2024,5:00:00,CNR5254544,Success,516469,Prime SUV,Area-8,Area-31,6.8,28.58,0,,0,,0,,171.97,Wallet,35.19,4.8,3.4
18/01/2024,11:00:00,CNR3832623,Cancelled by Customer,769563,Prime Plus,Area-40,Area-28,,,1,AC is not working,0,,0,,,,,,
08/01/2024,8:00:00,CNR8269286,Success,893218,eBike,Area-35,Area-6,16.62,17.32,0,,0,,0,,1972.22,UPI,15.49,5,3.9
26/01/2024,14:00:00,CNR0769748,Success,880856,Prime Plus,Area-29,Area-6,10.02,8.96,0,,0,,0,,1017.71,UPI,22.57,4.4,4.2
13/01/2024,17:00:00,CNR6165388,Success,308698,eBike,Area-36,Area-21,8.05,2.99,0,,0,,0,,817.56,Cash,38.9,4.9,4.8
30/01/2024,3:00:00,CNR7942087,Success,785179,Bike,Area-31,Area-43,16.6,10.09,0,,0,,0,,1208.23,Cash,15.04,4.5,3.5
02/01/2024,3:00:00,CNR4301055,Cancelled by Driver,614854,Mini,Area-49,Area-49,,,0,,1,Personal & Car related issues,0,,,,,,
30/01/2024,17:00:00,CNR7544994,Success,841868,Mini,Area-6,Area-36,7.76,23.42,0,,0,,0,,1551.15,Card,36.82,4.8,4.4
05/01/2024,1:00:00,CNR2181326,Success,338760,Mini,Area-5,Area-41,10.79,6.33,0,,0,,0,,869.76,Cash,32.02,4.3,3.3
02/01/2024,12:00:00,CNR2544634,Success,951524,Auto,Area-48,Area-9,9.3,22.34,0,,0,,0,,405.62,Card,27.9,4,3.4
26/01/2024,4:00:00,CNR9172553,Success,239118,eBike,Area-31,Area-24,1.15,12.68,0,,0,,0,,957.31,Wallet,40.56,3,5
28/01/2024,18:00:00,CNR8786170,Cancelled by Driver,385943,Prime Plus,Area-24,Area-46,,,0,,1,More than permitted people in there,0,,,,,,
03/01/2024,2:00:00,CNR7175473,Cancelled by Driver,599378,Prime SUV,Area-2,Area-35,,,0,,1,Customer related issue,0,,,,,,
12/01/2024,17:00:00,CNR5560494,Success,681175,eBike,Area-7,Area-15,11.5,6.03,0,,0,,0,,1767.84,Wallet,7.91,3,4.7
24/01/2024,19:00:00,CNR9879353,Success,396086,Mini,Area-27,Area-29,16.59,6.37,0,,0,,0,,1860.55,UPI,29.43,3.7,3.8
03/01/2024,1:00:00,CNR0280239,Success,628821,Prime Plus,Area-37,Area-2,16.16,25.9,0,,0,,0,,1310.07,UPI,28.68,4.2,4.4
19/01/2024,2:00:00,CNR4195820,Success,350972,Auto,Area-14,Area-44,14.45,2.63,0,,0,,0,,1466.07,UPI,32.1,3.4,4.5
04/01/2024,1:00:00,CNR3162530,Cancelled by Driver,788524,Bike,Area-6,Area-44,,,0,,1,The customer was coughing/sick,0,,,,,,
16/01/2024,2:00:00,CNR7316218,Success,214416,eBike,Area-10,Area-45,10.42,8.15,0,,0,,0,,899.5,UPI,14.55,3.9,4.8
22/01/2024,9:00:00,CNR3491501,Incomplete,491716,Mini,Area-13,Area-17,,,0,,0,,1,Other Issue,,,,,
16/01/2024,7:00:00,CNR9766950,Success,855066,Prime Plus,Area-16,Area-19,2.41,17.87,0,,0,,0,,1617.23,Wallet,26.44,3.1,3
06/01/2024,12:00:00,CNR2042039,Success,494586,Mini,Area-32,Area-24,2.61,28.12,0,,0,,0,,258.07,Cash,39.27,3.6,3.4
29/01/2024,6:00:00,CNR4027309,Cancelled by Driver,522228,Prime Sedan,Area-21,Area-27,,,0,,1,More than permitted people in there,0,,,,,,
12/01/2024,18:00:00,CNR9578199,Success,882723,eBike,Area-50,Area-7,16.05,29.84,0,,0,,0,,920.48,Cash,17.05,3.5,3.4
27/01/2024,14:00:00,CNR4442042,Cancelled by Driver,152553,Bike,Area-30,Area-45,,,0,,1,More than permitted people in there,0,,,,,,
20/01/2024,18:00:00,CNR0892112,Success,643633,Bike,Area-18,Area-43,12.06,27.08,0,,0,,0,,1530.01,Card,33.68,3.3,3.1
20/01/2024,13:00:00,CNR1565269,Success,709204,Mini,Area-13,Area-30,2.57,17.26,0,,0,,0,,182.6,UPI,26.07,4.9,3.8
01/01/2024,12:00:00,CNR8259892,Cancelled by Customer,259576,eBike,Area-19,Area-24,,,1,Wrong Address,0,,0,,,,,,
19/01/2024,2:00:00,CNR5963467,Success,685119,Prime Sedan,Area-15,Area-33,8.51,15.7,0,,0,,0,,221.15,UPI,44.56,4.4,4.5
09/01/2024,4:00:00,CNR6690009,Cancelled by Driver,145496,Prime Sedan,Area-36,Area-20,,,0,,1,The customer was coughing/sick,0,,,,,,
16/01/2024,21:00:00,CNR9367437,Success,927701,Mini,Area-41,Area-46,6.74,16.42,0,,0,,0,,1256.17,Cash,26.79,3.2,4.5
07/01/2024,10:00:00,CNR8645199,Cancelled by Customer,555215,eBike,Area-22,Area-47,,,1,Wrong Address,0,,0,,,,,,
28/01/2024,0:00:00,CNR2436239,Success,928313,Prime Plus,Area-19,Area-15,16.49,9.67,0,,0,,0,,751.9,Card,47.43,4.8,5
17/01/2024,1:00:00,CNR8907387,Cancelled by Driver,311019,eBike,Area-32,Area-8,,,0,,1,More than permitted people in there,0,,,,,,
05/01/2024,12:00:00,CNR9661083,Cancelled by Customer,810799,Auto,Area-34,Area-15,,,1,Driver asked to cancel,0,,0,,,,,,
03/01/2024,15:00:00,CNR1388065,Cancelled by Driver,506763,Prime Sedan,Area-5,Area-19,,,0,,1,The customer was coughing/sick,0,,,,,,
03/01/2024,19:00:00,CNR8806409,Cancelled by Driver,359499,Prime SUV,Area-27,Area-16,,,0,,1,Personal & Car related issues,0,,,,,,
27/01/2024,2:00:00,CNR0150139,Cancelled by Customer,710310,Auto,Area-28,Area-28,,,1,Driver is not moving towards pickup location,0,,0,,,,,,
15/01/2024,9:00:00,CNR7871974,Cancelled by Driver,165623,Auto,Area-2,Area-31,,,0,,1,The customer was coughing/sick,0,,,,,,
25/01/2024,18:00:00,CNR1195775,Success,967544,Bike,Area-7,Area-25,14.2,27.86,0,,0,,0,,85.85,Wallet,47.27,4.3,4.6
30/01/2024,20:00:00,CNR8778185,Success,558822,Auto,Area-4,Area-36,7.27,27.56,0,,0,,0,,750.14,Cash,26.37,3.6,3.1
04/01/2024,14:00:00,CNR1532412,Cancelled by Customer,777794,Prime SUV,Area-19,Area-25,,,1,Change of plans,0,,0,,,,,,
13/01/2024,23:00:00,CNR5659847,Cancelled by Customer,482297,Prime Sedan,Area-27,Area-13,,,1,Driver asked to cancel,0,,0,,,,,,
12/01/2024,7:00:00,CNR2928556,Success,602373,eBike,Area-49,Area-11,3.84,13.17,0,,0,,0,,59.05,Card,9.28,3.4,4.6
20/01/2024,1:00:00,CNR6515646,Cancelled by Driver,315249,Auto,Area-42,Area-28,,,0,,1,Customer related issue,0,,,,,,
27/01/2024,21:00:00,CNR6688200,Success,110500,eBike,Area-20,Area-1,11.45,9.59,0,,0,,0,,1898.77,Card,30.83,3.6,3.1
30/01/2024,0:00:00,CNR3764566,Cancelled by Driver,160408,Prime Sedan,Area-18,Area-21,,,0,,1,The customer was coughing/sick,0,,,,,,
26/01/2024,2:00:00,CNR1081997,Incomplete,421328,Mini,Area-17,Area-49,,,0,,0,,1,Other Issue,,,,,
27/01/2024,7:00:00,CNR2186522,Success,235719,Prime Plus,Area-25,Area-14,7.83,6.19,0,,0,,0,,553.68,UPI,41.68,4.7,4.9
14/01/2024,19:00:00,CNR2772484,Success,734893,Auto,Area-27,Area-22,12.13,19.98,0,,0,,0,,786.04,UPI,38.49,4.3,4.7
13/01/2024,5:00:00,CNR9301345,Cancelled by Customer,917082,Prime Sedan,Area-38,Area-10,,,1,Change of plans,0,,0,,,,,,
16/01/2024,20:00:00,CNR6939451,Cancelled by Driver,340225,Prime Plus,Area-48,Area-20,,,0,,1,Personal & Car related issues,0,,,,,,
12/01/2024,11:00:00,CNR9465120,Success,643996,Prime Plus,Area-43,Area-49,6.85,8,0,,0,,0,,917.45,Card,47.88,4.9,3.8
19/01/2024,13:00:00,CNR1367032,Cancelled by Driver,625074,Prime Sedan,Area-20,Area-6,,,0,,1,Personal & Car related issues,0,,,,,,
17/01/2024,23:00:00,CNR3196206,Success,657472,Bike,Area-27,Area-10,2.55,10.17,0,,0,,0,,416.09,UPI,29.38,4.1,4.7
25/01/2024,23:00:00,CNR8400947,Success,182435,Auto,Area-34,Area-15,17.58,17.77,0,,0,,0,,1483.17,UPI,10.71,3.6,3.6
22/01/2024,3:00:00,CNR3470564,Success,355543,Prime SUV,Area-13,Area-19,12.85,26.41,0,,0,,0,,1827.07,UPI,34.15,4.8,3.5
01/01/2024,1:00:00,CNR3327076,Success,837849,Prime SUV,Area-10,Area-12,7.48,14.43,0,,0,,0,,1412.89,Cash,22.48,3.7,4.4
05/01/2024,11:00:00,CNR6820877,Success,414451,eBike,Area-14,Area-4,17,14.85,0,,0,,0,,1500.85,Cash,39.39,3.7,3
20/01/2024,1:00:00,CNR6179667,Success,173291,Mini,Area-48,Area-3,3.77,15.72,0,,0,,0,,841.16,Card,9.6,3.8,3.1
09/01/2024,2:00:00,CNR7194035,Success,567455,Prime Sedan,Area-23,Area-27,14.68,18.49,0,,0,,0,,304.66,UPI,20.35,4,5
14/01/2024,9:00:00,CNR7810535,Success,606745,Prime Sedan,Area-17,Area-14,5.86,14.64,0,,0,,0,,755.56,Cash,13.46,4.3,4.3
28/01/2024,11:00:00,CNR8176876,Cancelled by Driver,357129,eBike,Area-16,Area-23,,,0,,1,More than permitted people in there,0,,,,,,
20/01/2024,7:00:00,CNR1568722,Cancelled by Driver,746514,Prime SUV,Area-15,Area-30,,,0,,1,The customer was coughing/sick,0,,,,,,
22/01/2024,6:00:00,CNR3160634,Success,748924,Prime SUV,Area-42,Area-23,17.44,10.76,0,,0,,0,,1702.78,Cash,31.09,3.5,4.6
30/01/2024,1:00:00,CNR3136799,Success,701587,Bike,Area-26,Area-45,5.64,3.83,0,,0,,0,,1765.7,Wallet,40.67,4.2,4.5
03/01/2024,9:00:00,CNR2163547,Success,900255,Mini,Area-35,Area-14,2.51,23.56,0,,0,,0,,1671.82,Cash,26.24,3.9,5
06/01/2024,20:00:00,CNR3982479,Success,463953,Mini,Area-36,Area-44,14.41,6.2,0,,0,,0,,1715.11,UPI,1.27,4.5,4.9
28/01/2024,2:00:00,CNR3816327,Cancelled by Customer,796383,Auto,Area-5,Area-18,,,1,Change of plans,0,,0,,,,,,
05/01/2024,16:00:00,CNR1700920,Cancelled by Customer,302609,Prime SUV,Area-23,Area-18,,,1,Change of plans,0,,0,,,,,,
15/01/2024,0:00:00,CNR7887946,Success,627053,Auto,Area-3,Area-46,1.66,4.65,0,,0,,0,,1246.85,Cash,32.34,3.5,3.4
22/01/2024,16:00:00,CNR0274864,Success,463390,Auto,Area-20,Area-42,4.86,1.73,0,,0,,0,,116.93,Cash,47.05,4.6,4.1
17/01/2024,2:00:00,CNR2638897,Success,409310,Prime SUV,Area-25,Area-39,2.86,21.63,0,,0,,0,,860.3,Card,35,4.4,4.6
27/01/2024,3:00:00,CNR4328714,Success,608334,Auto,Area-49,Area-6,2.54,6.13,0,,0,,0,,1642.55,Card,35.17,4.4,3.2
27/01/2024,4:00:00,CNR8460032,Success,538689,eBike,Area-29,Area-11,7.15,3.95,0,,0,,0,,1668.08,Wallet,35.9,4.7,4
18/01/2024,5:00:00,CNR3526071,Cancelled by Customer,247308,Auto,Area-36,Area-25,,,1,Change of plans,0,,0,,,,,,
13/01/2024,13:00:00,CNR8218892,Success,176608,Prime Sedan,Area-19,Area-40,16.44,8.18,0,,0,,0,,709.59,Card,21.19,4,4.8
29/01/2024,0:00:00,CNR1501470,Cancelled by Driver,809584,Prime Sedan,Area-37,Area-26,,,0,,1,More than permitted people in there,0,,,,,,
18/01/2024,1:00:00,CNR4651760,Success,817366,Prime Sedan,Area-42,Area-30,8.87,22.09,0,,0,,0,,1271.09,Card,18.37,4.2,4.9
15/01/2024,7:00:00,CNR2264897,Success,987854,Bike,Area-48,Area-6,7.97,11.88,0,,0,,0,,512.2,Wallet,30.38,3.4,3.3
20/01/2024,0:00:00,CNR4930559,Success,706991,Prime Plus,Area-27,Area-10,5.96,27.11,0,,0,,0,,183.52,Card,26.8,3.2,3.3
14/01/2024,14:00:00,CNR2261463,Success,191164,Auto,Area-8,Area-32,18.61,21.94,0,,0,,0,,1504.52,Cash,26.58,3.4,3.6
06/01/2024,10:00:00,CNR2098095,Success,148707,Prime SUV,Area-4,Area-36,1.73,17.27,0,,0,,0,,162.28,Card,30.61,4.9,4.2
15/01/2024,12:00:00,CNR7012998,Success,511841,eBike,Area-1,Area-39,11.11,23.49,0,,0,,0,,1300.49,Wallet,35.71,3.9,4
08/01/2024,21:00:00,CNR5298665,Cancelled by Customer,986919,Bike,Area-2,Area-32,,,1,Change of plans,0,,0,,,,,,
22/01/2024,9:00:00,CNR6735448,Success,490155,Prime Sedan,Area-17,Area-47,19.59,19.27,0,,0,,0,,370.13,Wallet,5.53,3.9,4.8
14/01/2024,13:00:00,CNR2086541,Cancelled by Customer,758572,Prime SUV,Area-21,Area-19,,,1,Driver asked to cancel,0,,0,,,,,,
09/01/2024,10:00:00,CNR4464755,Success,779216,Prime Sedan,Area-39,Area-24,6.83,6.71,0,,0,,0,,1012.99,Card,5.12,3.4,4.4
19/01/2024,11:00:00,CNR7329785,Success,169487,Bike,Area-30,Area-9,14.8,29.1,0,,0,,0,,473.95,Card,6.37,3.8,3.5
30/01/2024,15:00:00,CNR3438129,Cancelled by Driver,724993,Auto,Area-25,Area-31,,,0,,1,More than permitted people in there,0,,,,,,
17/01/2024,9:00:00,CNR7301528,Success,365356,Bike,Area-33,Area-42,10.43,4.35,0,,0,,0,,1027.6,UPI,2.4,4,4
07/01/2024,16:00:00,CNR9585621,Success,645502,Prime Sedan,Area-4,Area-19,12.22,21.09,0,,0,,0,,1113.39,UPI,45.28,4.7,3.5
19/01/2024,15:00:00,CNR0867514,Incomplete,173809,Mini,Area-15,Area-13,,,0,,0,,1,Customer Demand,,,,,
19/01/2024,19:00:00,CNR7928407,Cancelled by Driver,705409,Prime Sedan,Area-32,Area-37,,,0,,1,Customer related issue,0,,,,,,
08/01/2024,7:00:00,CNR1334643,Cancelled by Driver,545793,Bike,Area-12,Area-29,,,0,,1,The customer was coughing/sick,0,,,,,,
08/01/2024,11:00:00,CNR1339476,Success,779007,Mini,Area-38,Area-20,14.04,16.05,0,,0,,0,,546.06,Wallet,37.84,3.6,4.5
19/01/2024,15:00:00,CNR7330788,Success,258998,Auto,Area-47,Area-24,11.84,18.29,0,,0,,0,,921.3,Wallet,9.81,4.6,3.2
08/01/2024,16:00:00,CNR2955986,Success,378659,Prime Plus,Area-15,Area-8,11.04,25.29,0,,0,,0,,378.17,Cash,12.03,4,4.9
14/01/2024,13:00:00,CNR9444468,Success,252584,Prime SUV,Area-9,Area-49,8.52,1.68,0,,0,,0,,1324.29,Cash,15.78,3.4,3.6
15/01/2024,12:00:00,CNR1670300,Cancelled by Driver,667575,Bike,Area-44,Area-43,,,0,,1,Personal & Car related issues,0,,,,,,
13/01/2024,3:00:00,CNR3941782,Cancelled by Driver,505799,Auto,Area-30,Area-21,,,0,,1,Personal & Car related issues,0,,,,,,
28/01/2024,17:00:00,CNR1771842,Success,933215,Auto,Area-35,Area-20,15.15,21.98,0,,0,,0,,345.74,Wallet,4.8,4.4,4.4
22/01/2024,7:00:00,CNR1916233,Success,401048,eBike,Area-19,Area-41,19.08,2.31,0,,0,,0,,1721.12,Cash,24.56,3.5,3.4
29/01/2024,15:00:00,CNR9118517,Cancelled by Driver,905704,Prime Plus,Area-4,Area-2,,,0,,1,More than permitted people in there,0,,,,,,
18/01/2024,8:00:00,CNR1780345,Success,754481,Bike,Area-12,Area-38,9.9,12.89,0,,0,,0,,1743.74,UPI,13.35,4.1,4.8
15/01/2024,0:00:00,CNR2516798,Success,970523,Auto,Area-11,Area-40,1.68,3.27,0,,0,,0,,564.49,Cash,43.53,4.3,4.6
17/01/2024,12:00:00,CNR7097728,Success,784002,Prime Plus,Area-2,Area-39,1.49,21.59,0,,0,,0,,859.24,Card,37.46,4.5,4.5
19/01/2024,21:00:00,CNR5306419,Success,494767,Prime SUV,Area-20,Area-48,9.34,7.17,0,,0,,0,,1600.87,Wallet,35.55,3.7,3.9
09/01/2024,15:00:00,CNR7114437,Success,802037,Prime SUV,Area-8,Area-29,16.88,25.05,0,,0,,0,,137.16,Cash,6.95,3.1,4.1
01/01/2024,11:00:00,CNR7440340,Cancelled by Customer,748852,Prime SUV,Area-36,Area-25,,,1,Change of plans,0,,0,,,,,,
24/01/2024,12:00:00,CNR3040147,Success,627128,Bike,Area-30,Area-36,14.83,7.04,0,,0,,0,,86.76,Card,9.86,3.7,4.3
21/01/2024,8:00:00,CNR4337224,Success,901527,Prime Sedan,Area-16,Area-29,2.32,11.53,0,,0,,0,,1784.64,Cash,14.95,4.1,3.4
09/01/2024,7:00:00,CNR7138260,Success,904351,Mini,Area-19,Area-14,14.65,3.03,0,,0,,0,,1543.26,UPI,39.81,3.7,3.7
12/01/2024,1:00:00,CNR1503836,Cancelled by Driver,955190,Bike,Area-32,Area-40,,,0,,1,Personal & Car related issues,0,,,,,,
27/01/2024,14:00:00,CNR3023914,Cancelled by Customer,312632,Prime Plus,Area-10,Area-32,,,1,Change of plans,0,,0,,,,,,
21/01/2024,19:00:00,CNR9917285,Success,592912,Prime Sedan,Area-34,Area-31,18.99,27.56,0,,0,,0,,1758.68,Cash,8.47,3.8,3.1
17/01/2024,0:00:00,CNR9799528,Success,681681,Bike,Area-10,Area-17,18.09,21.56,0,,0,,0,,994.53,Wallet,22.42,4.5,4.4
25/01/2024,2:00:00,CNR1904938,Success,680170,Mini,Area-24,Area-40,3.44,2.04,0,,0,,0,,760.55,UPI,24.46,3.6,3.4
08/01/2024,23:00:00,CNR8110167,Cancelled by Driver,658367,Prime Plus,Area-36,Area-7,,,0,,1,More than permitted people in there,0,,,,,,
30/01/2024,23:00:00,CNR4964394,Cancelled by Driver,399883,eBike,Area-13,Area-12,,,0,,1,Personal & Car related issues,0,,,,,,
08/01/2024,23:00:00,CNR8283640,Success,447673,Prime Plus,Area-50,Area-34,6.32,15.25,0,,0,,0,,1164.11,Cash,39.88,3.1,3.9
15/01/2024,19:00:00,CNR8796748,Incomplete,379006,eBike,Area-47,Area-32,,,0,,0,,1,Vehicle Breakdown,,,,,
17/01/2024,22:00:00,CNR1211987,Success,429368,Prime SUV,Area-26,Area-35,11.34,4.92,0,,0,,0,,1409.76,Cash,12.95,3,3.3
17/01/2024,11:00:00,CNR9140943,Cancelled by Driver,200439,Auto,Area-49,Area-41,,,0,,1,Customer related issue,0,,,,,,
11/01/2024,5:00:00,CNR0143473,Success,683433,Auto,Area-7,Area-31,16.11,23.08,0,,0,,0,,1861.35,Card,30.3,4.1,4.4
09/01/2024,21:00:00,CNR6282692,Success,354457,Prime Sedan,Area-12,Area-14,3.87,28.9,0,,0,,0,,214.39,Card,26.21,4.1,3.7
13/01/2024,21:00:00,CNR0667837,Cancelled by Driver,897592,eBike,Area-29,Area-4,,,0,,1,Personal & Car related issues,0,,,,,,
11/01/2024,21:00:00,CNR6643718,Success,739376,Prime Sedan,Area-1,Area-3,9.6,2.8,0,,0,,0,,1005.82,Card,46.37,4.3,3.2
12/01/2024,7:00:00,CNR0690586,Success,212833,Prime Sedan,Area-11,Area-17,18.91,22.16,0,,0,,0,,135.55,Card,20.41,3.6,3.9
15/01/2024,21:00:00,CNR0192345,Incomplete,410726,Prime SUV,Area-13,Area-5,,,0,,0,,1,Other Issue,,,,,
16/01/2024,8:00:00,CNR2388679,Success,200170,Prime Sedan,Area-32,Area-41,1.7,28.69,0,,0,,0,,979.59,UPI,20.31,4.3,3.5
07/01/2024,12:00:00,CNR9240991,Success,343489,eBike,Area-30,Area-16,7.92,9.69,0,,0,,0,,677.69,Wallet,3.84,5,3
09/01/2024,13:00:00,CNR5568848,Success,179698,eBike,Area-4,Area-12,3.03,13.03,0,,0,,0,,1045.87,Wallet,30.7,4.9,3.6
